nome;idade;peso;especie;sexo;raca;historico_doencas;estado_vacinal;temperamento;alergias;risco
Paciente490;4;32.7;Canina;F;Bulldog;Problema Articular;Desconhecido;Medroso;Medicamento;Internação
Paciente491;5;12.7;Canina;M;Poodle;Alergia Crônica;Incompleto;Medroso;Nenhuma;Sem Problemas
Paciente496;11;22.0;Canina;F;Vira-lata;Alergia Crônica;Desconhecido;Agressivo;Nenhuma;Sem Problemas
Paciente497;18;46.6;Canina;M;Labrador;Nenhum;Incompleto;Calmo;Ácaro;Internação
Paciente499;2;41.2;Canina;M;Golden Retriever;Nenhum;Completo;Sociável;Ração;Sem Problemas
Paciente501;13;32.2;Canina;F;Poodle;Cardiopatia;Incompleto;Agressivo;Pólen;Internação
Paciente503;9;22.6;Canina;M;Pitbull;Insuficiência Renal;Incompleto;Sociável;Nenhuma;Internação
Paciente506;5;11.0;Canina;M;Labrador;Insuficiência Renal;Incompleto;Sociável;Nenhuma;Sem Problemas
Paciente508;10;19.6;Canina;M;Poodle;Cardiopatia;Incompleto;Medroso;Medicamento;Sem Problemas
Paciente509;7;22.7;Canina;M;Labrador;Cardiopatia;Desconhecido;Medroso;Ácaro;Morte
Paciente512;11;27.1;Canina;M;Pitbull;Alergia Crônica;Completo;Calmo;Medicamento;Internação
Paciente514;12;48.8;Canina;M;Labrador;Problema Articular;Incompleto;Agressivo;Ração;Sem Problemas
Paciente516;16;42.1;Canina;M;Vira-lata;Problema Articular;Completo;Medroso;Medicamento;Sem Problemas
Paciente517;15;38.6;Canina;F;Bulldog;Problema Articular;Incompleto;Calmo;Medicamento;Internação
Paciente518;5;26.7;Canina;F;Labrador;Diabetes;Desconhecido;Calmo;Ácaro;Morte
Paciente519;14;6.2;Canina;F;Bulldog;Problema Articular;Completo;Medroso;Ácaro;Sem Problemas
Paciente520;10;56.5;Canina;F;Vira-lata;Alergia Crônica;Incompleto;Agressivo;Ração;Sem Problemas
Paciente523;3;31.6;Canina;F;Poodle;Nenhum;Incompleto;Sociável;Nenhuma;Sem Problemas
Paciente524;6;7.1;Canina;F;Vira-lata;Problema Articular;Desconhecido;Agressivo;Ácaro;Morte
Paciente530;18;4.0;Canina;M;Poodle;Diabetes;Completo;Calmo;Ácaro;Sem Problemas
Paciente531;7;13.4;Canina;M;Vira-lata;Nenhum;Incompleto;Calmo;Medicamento;Sem Problemas
Paciente534;7;32.1;Canina;M;Golden Retriever;Insuficiência Renal;Completo;Sociável;Ração;Sem Problemas
Paciente541;14;33.6;Canina;F;Bulldog;Diabetes;Incompleto;Sociável;Ácaro;Sem Problemas
Paciente542;0;19.6;Canina;M;Pitbull;Cardiopatia;Incompleto;Medroso;Ração;Internação
Paciente547;19;5.6;Canina;F;Golden Retriever;Problema Articular;Completo;Medroso;Ácaro;Morte
Paciente548;0;38.7;Canina;M;Vira-lata;Cardiopatia;Incompleto;Sociável;Ácaro;Sem Problemas
Paciente549;6;44.8;Canina;F;Pitbull;Nenhum;Incompleto;Medroso;Ácaro;Sem Problemas
Paciente551;4;48.3;Canina;F;Vira-lata;Diabetes;Completo;Sociável;Medicamento;Internação
Paciente556;18;13.3;Canina;M;Poodle;Diabetes;Incompleto;Sociável;Nenhuma;Sem Problemas
Paciente557;8;48.1;Canina;M;Bulldog;Problema Articular;Completo;Calmo;Ácaro;Morte
Paciente561;15;21.0;Canina;F;Vira-lata;Diabetes;Completo;Medroso;Ácaro;Sem Problemas
Paciente565;15;16.8;Canina;M;Bulldog;Insuficiência Renal;Incompleto;Agressivo;Ácaro;Sem Problemas
Paciente570;17;16.7;Canina;M;Golden Retriever;Cardiopatia;Completo;Sociável;Ração;Morte
Paciente572;3;22.9;Canina;M;Vira-lata;Diabetes;Incompleto;Sociável;Medicamento;Morte
Paciente573;4;2.3;Canina;M;Labrador;Diabetes;Completo;Agressivo;Pólen;Internação
Paciente574;12;37.8;Canina;M;Labrador;Insuficiência Renal;Incompleto;Calmo;Pólen;Sem Problemas
Paciente577;8;48.9;Canina;F;Golden Retriever;Nenhum;Incompleto;Medroso;Pólen;Sem Problemas
Paciente579;4;25.2;Canina;M;Labrador;Problema Articular;Desconhecido;Medroso;Pólen;Sem Problemas
Paciente580;3;55.4;Canina;F;Labrador;Problema Articular;Completo;Medroso;Nenhuma;Sem Problemas
Paciente582;13;56.9;Canina;F;Poodle;Problema Articular;Incompleto;Sociável;Ração;Sem Problemas
Paciente587;14;46.7;Canina;M;Labrador;Problema Articular;Incompleto;Sociável;Nenhuma;Sem Problemas
Paciente588;2;15.3;Canina;F;Labrador;Nenhum;Incompleto;Agressivo;Medicamento;Sem Problemas
Paciente590;18;2.3;Canina;M;Poodle;Alergia Crônica;Incompleto;Agressivo;Nenhuma;Sem Problemas
Paciente591;6;11.1;Canina;F;Vira-lata;Nenhum;Incompleto;Medroso;Nenhuma;Sem Problemas
Paciente594;0;24.9;Canina;M;Poodle;Insuficiência Renal;Incompleto;Medroso;Ácaro;Internação
Paciente595;0;7.9;Canina;F;Pitbull;Alergia Crônica;Incompleto;Agressivo;Ácaro;Sem Problemas
Paciente596;16;43.5;Canina;M;Labrador;Nenhum;Desconhecido;Agressivo;Ácaro;Sem Problemas
Paciente598;9;50.3;Canina;F;Bulldog;Diabetes;Incompleto;Sociável;Medicamento;Sem Problemas
Paciente599;13;43.5;Canina;M;Vira-lata;Problema Articular;Completo;Sociável;Ácaro;Sem Problemas
Paciente601;12;35.0;Canina;F;Pitbull;Nenhum;Desconhecido;Sociável;Ácaro;Sem Problemas
Paciente602;18;13.3;Canina;F;Bulldog;Cardiopatia;Completo;Medroso;Ração;Sem Problemas
Paciente603;9;6.4;Canina;F;Pitbull;Alergia Crônica;Incompleto;Agressivo;Nenhuma;Sem Problemas
Paciente605;16;33.2;Canina;M;Labrador;Problema Articular;Completo;Agressivo;Nenhuma;Sem Problemas
Paciente607;10;25.6;Canina;M;Bulldog;Diabetes;Incompleto;Medroso;Pólen;Morte
Paciente608;16;30.3;Canina;F;Bulldog;Problema Articular;Completo;Medroso;Medicamento;Sem Problemas
Paciente609;1;16.1;Canina;M;Poodle;Cardiopatia;Incompleto;Agressivo;Ração;Sem Problemas
Paciente610;8;50.2;Canina;M;Labrador;Diabetes;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente611;15;36.1;Canina;M;Bulldog;Alergia Crônica;Completo;Medroso;Nenhuma;Sem Problemas
Paciente613;3;11.9;Canina;M;Labrador;Alergia Crônica;Completo;Agressivo;Nenhuma;Sem Problemas
Paciente614;16;34.6;Canina;F;Pitbull;Insuficiência Renal;Completo;Agressivo;Pólen;Sem Problemas
Paciente615;7;28.4;Canina;F;Golden Retriever;Cardiopatia;Incompleto;Sociável;Medicamento;Internação
Paciente620;17;16.3;Canina;M;Labrador;Cardiopatia;Incompleto;Medroso;Ácaro;Internação
Paciente623;17;49.0;Canina;M;Labrador;Cardiopatia;Desconhecido;Agressivo;Medicamento;Sem Problemas
Paciente624;1;17.3;Canina;M;Golden Retriever;Insuficiência Renal;Incompleto;Medroso;Ração;Sem Problemas
Paciente626;13;20.2;Canina;M;Vira-lata;Nenhum;Desconhecido;Agressivo;Pólen;Sem Problemas
Paciente628;1;35.1;Canina;F;Labrador;Cardiopatia;Incompleto;Agressivo;Ração;Sem Problemas
Paciente630;18;24.4;Canina;M;Poodle;Insuficiência Renal;Desconhecido;Calmo;Ácaro;Sem Problemas
Paciente631;4;44.9;Canina;F;Pitbull;Insuficiência Renal;Incompleto;Calmo;Pólen;Internação
Paciente632;9;35.4;Canina;M;Poodle;Alergia Crônica;Completo;Calmo;Pólen;Sem Problemas
Paciente637;5;48.1;Canina;F;Golden Retriever;Insuficiência Renal;Desconhecido;Medroso;Medicamento;Sem Problemas
Paciente639;16;54.8;Canina;M;Bulldog;Cardiopatia;Desconhecido;Sociável;Nenhuma;Sem Problemas
Paciente640;7;14.0;Canina;F;Vira-lata;Alergia Crônica;Desconhecido;Agressivo;Medicamento;Internação
Paciente642;9;27.3;Canina;M;Golden Retriever;Nenhum;Completo;Medroso;Nenhuma;Internação
Paciente644;1;51.0;Canina;F;Labrador;Nenhum;Incompleto;Sociável;Nenhuma;Sem Problemas
Paciente645;4;38.3;Canina;F;Vira-lata;Diabetes;Completo;Agressivo;Ácaro;Sem Problemas
Paciente649;6;30.0;Canina;F;Pitbull;Nenhum;Incompleto;Agressivo;Ácaro;Internação
Paciente651;18;9.6;Canina;F;Vira-lata;Cardiopatia;Incompleto;Agressivo;Ácaro;Sem Problemas
Paciente654;1;41.9;Canina;F;Bulldog;Nenhum;Completo;Agressivo;Ácaro;Morte
Paciente657;18;18.1;Canina;F;Bulldog;Cardiopatia;Incompleto;Calmo;Pólen;Sem Problemas
Paciente661;6;54.1;Canina;F;Vira-lata;Insuficiência Renal;Desconhecido;Sociável;Ácaro;Morte
Paciente663;13;58.2;Canina;F;Vira-lata;Cardiopatia;Desconhecido;Agressivo;Medicamento;Sem Problemas
Paciente669;6;14.0;Canina;F;Pitbull;Alergia Crônica;Completo;Medroso;Medicamento;Morte
Paciente672;17;48.1;Canina;M;Golden Retriever;Nenhum;Completo;Medroso;Ração;Sem Problemas
Paciente673;13;13.8;Canina;F;Pitbull;Nenhum;Completo;Calmo;Ração;Sem Problemas
Paciente676;8;9.4;Canina;M;Bulldog;Insuficiência Renal;Desconhecido;Medroso;Nenhuma;Internação
Paciente678;15;53.7;Canina;F;Pitbull;Cardiopatia;Desconhecido;Agressivo;Ração;Internação
Paciente679;14;22.2;Canina;F;Bulldog;Problema Articular;Desconhecido;Calmo;Ração;Sem Problemas
Paciente680;19;35.9;Canina;F;Bulldog;Insuficiência Renal;Incompleto;Agressivo;Pólen;Sem Problemas
Paciente683;6;48.5;Canina;F;Golden Retriever;Nenhum;Completo;Calmo;Nenhuma;Sem Problemas
Paciente685;16;41.9;Canina;F;Vira-lata;Problema Articular;Incompleto;Medroso;Ração;Sem Problemas
Paciente687;7;40.7;Canina;F;Poodle;Nenhum;Desconhecido;Sociável;Ração;Sem Problemas
Paciente690;15;9.5;Canina;F;Pitbull;Insuficiência Renal;Desconhecido;Sociável;Nenhuma;Sem Problemas
Paciente691;4;20.9;Canina;M;Vira-lata;Problema Articular;Incompleto;Agressivo;Ácaro;Sem Problemas
Paciente695;10;49.5;Canina;M;Pitbull;Alergia Crônica;Incompleto;Sociável;Nenhuma;Internação
Paciente696;12;34.9;Canina;M;Poodle;Alergia Crônica;Completo;Medroso;Pólen;Sem Problemas
Paciente697;16;31.0;Canina;F;Vira-lata;Diabetes;Desconhecido;Agressivo;Ácaro;Internação
Paciente700;6;40.9;Canina;F;Poodle;Nenhum;Desconhecido;Calmo;Nenhuma;Sem Problemas
Paciente703;19;53.2;Canina;F;Vira-lata;Diabetes;Incompleto;Agressivo;Ração;Sem Problemas
Paciente704;13;50.1;Canina;F;Golden Retriever;Cardiopatia;Incompleto;Agressivo;Medicamento;Sem Problemas
Paciente705;0;3.4;Canina;M;Golden Retriever;Insuficiência Renal;Completo;Sociável;Nenhuma;Internação
Paciente706;14;26.0;Canina;F;Pitbull;Nenhum;Completo;Sociável;Ácaro;Sem Problemas
Paciente707;8;12.8;Canina;F;Vira-lata;Cardiopatia;Incompleto;Calmo;Nenhuma;Sem Problemas
Paciente711;19;39.9;Canina;F;Bulldog;Nenhum;Incompleto;Sociável;Ácaro;Sem Problemas
Paciente715;4;54.4;Canina;M;Pitbull;Cardiopatia;Incompleto;Agressivo;Medicamento;Sem Problemas
Paciente716;11;19.2;Canina;M;Labrador;Problema Articular;Desconhecido;Sociável;Ácaro;Internação
Paciente718;4;50.1;Canina;M;Golden Retriever;Problema Articular;Completo;Sociável;Medicamento;Sem Problemas
Paciente719;17;17.1;Canina;M;Labrador;Cardiopatia;Desconhecido;Calmo;Ácaro;Morte
Paciente720;11;6.6;Canina;F;Pitbull;Nenhum;Incompleto;Calmo;Nenhuma;Sem Problemas
Paciente721;10;10.3;Canina;M;Golden Retriever;Problema Articular;Incompleto;Calmo;Pólen;Sem Problemas
Paciente725;11;33.3;Canina;F;Poodle;Problema Articular;Completo;Sociável;Ácaro;Internação
Paciente726;9;27.5;Canina;M;Poodle;Problema Articular;Incompleto;Medroso;Ração;Sem Problemas
Paciente727;12;22.7;Canina;F;Golden Retriever;Alergia Crônica;Incompleto;Calmo;Ração;Sem Problemas
Paciente728;13;2.1;Canina;M;Poodle;Nenhum;Desconhecido;Medroso;Ácaro;Internação
Paciente729;3;56.8;Canina;M;Golden Retriever;Problema Articular;Desconhecido;Sociável;Nenhuma;Internação
Paciente731;13;2.1;Canina;F;Poodle;Problema Articular;Desconhecido;Medroso;Ração;Sem Problemas
Paciente732;1;59.0;Canina;M;Golden Retriever;Alergia Crônica;Completo;Sociável;Nenhuma;Sem Problemas
Paciente736;12;23.8;Canina;F;Labrador;Alergia Crônica;Desconhecido;Calmo;Ração;Morte
Paciente737;18;28.5;Canina;M;Poodle;Diabetes;Completo;Agressivo;Nenhuma;Internação
Paciente740;15;56.4;Canina;M;Vira-lata;Insuficiência Renal;Desconhecido;Sociável;Nenhuma;Morte
Paciente741;0;15.2;Canina;F;Vira-lata;Alergia Crônica;Desconhecido;Agressivo;Ácaro;Internação
Paciente742;18;29.9;Canina;M;Pitbull;Insuficiência Renal;Incompleto;Agressivo;Ração;Sem Problemas
Paciente743;18;8.3;Canina;F;Bulldog;Insuficiência Renal;Completo;Calmo;Medicamento;Morte
Paciente745;19;27.3;Canina;F;Vira-lata;Problema Articular;Completo;Calmo;Ração;Sem Problemas
Paciente746;9;37.0;Canina;F;Poodle;Nenhum;Desconhecido;Calmo;Ácaro;Sem Problemas
Paciente749;2;17.2;Canina;F;Pitbull;Insuficiência Renal;Incompleto;Sociável;Ração;Sem Problemas
Paciente751;6;18.3;Canina;M;Bulldog;Insuficiência Renal;Incompleto;Sociável;Medicamento;Morte
Paciente755;0;36.5;Canina;M;Golden Retriever;Cardiopatia;Completo;Agressivo;Medicamento;Morte
Paciente761;10;58.0;Canina;M;Bulldog;Insuficiência Renal;Desconhecido;Calmo;Nenhuma;Sem Problemas
Paciente762;14;14.1;Canina;M;Golden Retriever;Problema Articular;Desconhecido;Agressivo;Ácaro;Internação
Paciente764;1;40.5;Canina;M;Poodle;Problema Articular;Desconhecido;Agressivo;Medicamento;Sem Problemas
Paciente765;10;46.6;Canina;F;Vira-lata;Problema Articular;Completo;Sociável;Ácaro;Internação
Paciente767;3;28.7;Canina;M;Golden Retriever;Nenhum;Incompleto;Calmo;Medicamento;Sem Problemas
Paciente770;18;54.1;Canina;M;Labrador;Diabetes;Incompleto;Medroso;Nenhuma;Sem Problemas
Paciente773;16;41.6;Canina;M;Bulldog;Cardiopatia;Incompleto;Agressivo;Nenhuma;Sem Problemas
Paciente775;3;17.3;Canina;M;Poodle;Problema Articular;Incompleto;Medroso;Pólen;Internação
Paciente776;13;22.1;Canina;F;Vira-lata;Cardiopatia;Desconhecido;Medroso;Ácaro;Internação
Paciente778;2;30.7;Canina;M;Pitbull;Insuficiência Renal;Completo;Calmo;Ração;Sem Problemas
Paciente779;5;25.9;Canina;M;Vira-lata;Nenhum;Completo;Medroso;Pólen;Sem Problemas
Paciente781;4;11.2;Canina;M;Labrador;Nenhum;Completo;Agressivo;Ácaro;Internação
Paciente785;10;44.3;Canina;M;Pitbull;Diabetes;Desconhecido;Agressivo;Pólen;Sem Problemas
Paciente786;8;34.6;Canina;F;Vira-lata;Alergia Crônica;Desconhecido;Medroso;Medicamento;Sem Problemas
Paciente787;6;33.3;Canina;F;Bulldog;Diabetes;Incompleto;Medroso;Pólen;Morte
Paciente788;16;16.4;Canina;F;Labrador;Alergia Crônica;Completo;Sociável;Ração;Sem Problemas
Paciente792;13;42.6;Canina;F;Bulldog;Problema Articular;Incompleto;Calmo;Ração;Sem Problemas
Paciente793;8;37.0;Canina;F;Poodle;Diabetes;Incompleto;Calmo;Pólen;Sem Problemas
Paciente794;16;49.8;Canina;M;Bulldog;Cardiopatia;Completo;Calmo;Ração;Sem Problemas
Paciente795;19;25.8;Canina;M;Pitbull;Problema Articular;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente796;16;59.6;Canina;M;Vira-lata;Diabetes;Incompleto;Calmo;Nenhuma;Sem Problemas
Paciente797;19;27.9;Canina;M;Labrador;Nenhum;Desconhecido;Medroso;Medicamento;Sem Problemas
Paciente800;3;7.1;Canina;M;Poodle;Problema Articular;Desconhecido;Calmo;Ácaro;Sem Problemas
Paciente801;17;55.5;Canina;M;Vira-lata;Cardiopatia;Desconhecido;Sociável;Medicamento;Sem Problemas
Paciente804;3;8.1;Canina;M;Poodle;Insuficiência Renal;Desconhecido;Agressivo;Ácaro;Sem Problemas
Paciente812;15;12.2;Canina;M;Vira-lata;Cardiopatia;Completo;Agressivo;Medicamento;Sem Problemas
Paciente816;19;58.6;Canina;F;Poodle;Alergia Crônica;Desconhecido;Agressivo;Nenhuma;Sem Problemas
Paciente818;2;39.2;Canina;M;Golden Retriever;Nenhum;Desconhecido;Sociável;Medicamento;Internação
Paciente820;13;7.8;Canina;F;Golden Retriever;Problema Articular;Completo;Sociável;Pólen;Internação
Paciente821;19;17.0;Canina;M;Bulldog;Insuficiência Renal;Incompleto;Agressivo;Pólen;Morte
Paciente823;19;21.2;Canina;M;Poodle;Diabetes;Desconhecido;Calmo;Nenhuma;Sem Problemas
Paciente824;9;7.9;Canina;M;Labrador;Insuficiência Renal;Incompleto;Sociável;Ração;Morte
Paciente829;19;16.8;Canina;F;Labrador;Insuficiência Renal;Desconhecido;Sociável;Nenhuma;Sem Problemas
Paciente830;6;56.1;Canina;F;Labrador;Nenhum;Desconhecido;Sociável;Nenhuma;Internação
Paciente832;13;46.6;Canina;F;Pitbull;Problema Articular;Desconhecido;Agressivo;Nenhuma;Sem Problemas
Paciente836;11;51.6;Canina;F;Golden Retriever;Insuficiência Renal;Completo;Calmo;Medicamento;Internação
Paciente837;9;56.7;Canina;M;Labrador;Cardiopatia;Desconhecido;Sociável;Nenhuma;Sem Problemas
Paciente839;13;30.7;Canina;M;Bulldog;Diabetes;Completo;Calmo;Nenhuma;Morte
Paciente842;3;6.8;Canina;F;Golden Retriever;Nenhum;Incompleto;Agressivo;Ácaro;Sem Problemas
Paciente844;11;55.1;Canina;M;Poodle;Cardiopatia;Incompleto;Agressivo;Medicamento;Internação
Paciente845;5;5.5;Canina;M;Pitbull;Insuficiência Renal;Completo;Agressivo;Pólen;Internação
Paciente854;8;5.8;Canina;M;Labrador;Insuficiência Renal;Desconhecido;Agressivo;Ácaro;Sem Problemas
Paciente855;11;59.2;Canina;F;Vira-lata;Diabetes;Completo;Calmo;Medicamento;Internação
Paciente859;5;28.3;Canina;F;Vira-lata;Diabetes;Completo;Sociável;Ácaro;Internação
Paciente862;0;36.0;Canina;M;Poodle;Alergia Crônica;Completo;Calmo;Ração;Sem Problemas
Paciente864;12;18.8;Canina;M;Golden Retriever;Alergia Crônica;Incompleto;Calmo;Pólen;Morte
Paciente865;18;21.5;Canina;F;Bulldog;Problema Articular;Incompleto;Sociável;Medicamento;Sem Problemas
Paciente871;10;59.9;Canina;M;Poodle;Diabetes;Desconhecido;Medroso;Ração;Sem Problemas
Paciente872;9;21.7;Canina;M;Golden Retriever;Nenhum;Completo;Medroso;Nenhuma;Sem Problemas
Paciente873;8;53.1;Canina;F;Pitbull;Problema Articular;Incompleto;Agressivo;Ração;Sem Problemas
Paciente874;0;11.5;Canina;F;Bulldog;Diabetes;Incompleto;Agressivo;Nenhuma;Internação
Paciente879;19;37.1;Canina;M;Vira-lata;Insuficiência Renal;Incompleto;Calmo;Medicamento;Sem Problemas
Paciente883;4;33.2;Canina;M;Poodle;Alergia Crônica;Incompleto;Medroso;Pólen;Sem Problemas
Paciente884;10;38.0;Canina;M;Pitbull;Cardiopatia;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente886;16;27.5;Canina;F;Pitbull;Insuficiência Renal;Completo;Medroso;Ração;Sem Problemas
Paciente887;8;22.0;Canina;M;Poodle;Diabetes;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente889;15;55.7;Canina;F;Vira-lata;Diabetes;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente890;2;35.8;Canina;F;Vira-lata;Nenhum;Desconhecido;Sociável;Ácaro;Sem Problemas
Paciente891;6;14.1;Canina;M;Vira-lata;Diabetes;Desconhecido;Agressivo;Pólen;Internação
Paciente892;12;13.6;Canina;M;Labrador;Insuficiência Renal;Incompleto;Medroso;Ração;Sem Problemas
Paciente894;15;51.2;Canina;M;Bulldog;Problema Articular;Desconhecido;Medroso;Ácaro;Morte
Paciente895;2;51.1;Canina;F;Pitbull;Problema Articular;Completo;Medroso;Ácaro;Sem Problemas
Paciente897;13;18.8;Canina;M;Golden Retriever;Alergia Crônica;Completo;Agressivo;Nenhuma;Internação
Paciente902;16;5.9;Canina;M;Poodle;Nenhum;Desconhecido;Agressivo;Nenhuma;Internação
Paciente904;14;45.2;Canina;F;Poodle;Diabetes;Desconhecido;Sociável;Pólen;Sem Problemas
Paciente905;13;9.5;Canina;M;Labrador;Problema Articular;Completo;Calmo;Ração;Sem Problemas
Paciente908;6;50.0;Canina;M;Labrador;Cardiopatia;Completo;Agressivo;Nenhuma;Internação
Paciente910;18;54.3;Canina;F;Poodle;Diabetes;Completo;Calmo;Ácaro;Morte
Paciente911;10;5.7;Canina;F;Vira-lata;Problema Articular;Completo;Agressivo;Ácaro;Sem Problemas
Paciente915;7;47.8;Canina;M;Golden Retriever;Cardiopatia;Desconhecido;Agressivo;Pólen;Morte
Paciente916;13;59.3;Canina;M;Bulldog;Insuficiência Renal;Desconhecido;Calmo;Medicamento;Sem Problemas
Paciente918;19;14.2;Canina;F;Poodle;Nenhum;Incompleto;Calmo;Nenhuma;Sem Problemas
Paciente926;0;36.3;Canina;M;Bulldog;Cardiopatia;Desconhecido;Sociável;Pólen;Morte
Paciente929;13;8.4;Canina;M;Vira-lata;Insuficiência Renal;Desconhecido;Medroso;Nenhuma;Sem Problemas
Paciente931;12;47.8;Canina;M;Pitbull;Alergia Crônica;Incompleto;Sociável;Medicamento;Sem Problemas
Paciente932;6;33.2;Canina;M;Bulldog;Alergia Crônica;Incompleto;Agressivo;Medicamento;Internação
Paciente933;13;11.6;Canina;F;Poodle;Diabetes;Incompleto;Agressivo;Ácaro;Morte
Paciente937;14;24.8;Canina;F;Poodle;Cardiopatia;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente938;3;45.4;Canina;F;Pitbull;Diabetes;Desconhecido;Calmo;Medicamento;Sem Problemas
Paciente939;12;32.6;Canina;F;Vira-lata;Insuficiência Renal;Desconhecido;Medroso;Ácaro;Sem Problemas
Paciente940;16;21.2;Canina;M;Poodle;Alergia Crônica;Desconhecido;Calmo;Nenhuma;Internação
Paciente941;6;8.2;Canina;M;Pitbull;Nenhum;Completo;Sociável;Nenhuma;Sem Problemas
Paciente943;3;51.7;Canina;F;Poodle;Diabetes;Completo;Agressivo;Ácaro;Internação
Paciente946;7;51.4;Canina;F;Pitbull;Diabetes;Completo;Calmo;Nenhuma;Internação
Paciente947;5;8.8;Canina;M;Vira-lata;Nenhum;Incompleto;Medroso;Medicamento;Sem Problemas
Paciente952;16;13.0;Canina;M;Vira-lata;Nenhum;Incompleto;Medroso;Nenhuma;Internação
Paciente953;13;7.4;Canina;F;Golden Retriever;Problema Articular;Desconhecido;Agressivo;Ração;Internação
Paciente954;2;10.9;Canina;F;Labrador;Alergia Crônica;Desconhecido;Medroso;Ácaro;Sem Problemas
Paciente958;2;55.4;Canina;F;Vira-lata;Cardiopatia;Desconhecido;Agressivo;Medicamento;Internação
Paciente959;7;25.3;Canina;M;Labrador;Cardiopatia;Incompleto;Agressivo;Medicamento;Sem Problemas
Paciente960;8;29.9;Canina;M;Bulldog;Nenhum;Desconhecido;Calmo;Ração;Sem Problemas
Paciente961;6;23.9;Canina;M;Poodle;Problema Articular;Desconhecido;Medroso;Ração;Morte
Paciente962;10;50.3;Canina;M;Vira-lata;Diabetes;Incompleto;Calmo;Pólen;Morte
Paciente963;1;28.9;Canina;M;Bulldog;Nenhum;Desconhecido;Calmo;Ácaro;Sem Problemas
Paciente964;5;10.7;Canina;M;Golden Retriever;Diabetes;Desconhecido;Agressivo;Ácaro;Internação
Paciente965;16;32.2;Canina;F;Pitbull;Diabetes;Incompleto;Calmo;Medicamento;Sem Problemas
Paciente968;4;36.4;Canina;M;Labrador;Alergia Crônica;Desconhecido;Calmo;Pólen;Morte
Paciente969;12;17.0;Canina;M;Poodle;Problema Articular;Completo;Calmo;Nenhuma;Sem Problemas
Paciente970;8;39.0;Canina;M;Bulldog;Cardiopatia;Completo;Sociável;Medicamento;Sem Problemas
Paciente977;18;49.7;Canina;F;Poodle;Problema Articular;Incompleto;Medroso;Medicamento;Sem Problemas
Paciente978;12;7.7;Canina;M;Vira-lata;Diabetes;Completo;Sociável;Ácaro;Sem Problemas
Paciente979;5;21.2;Canina;M;Labrador;Cardiopatia;Desconhecido;Calmo;Pólen;Sem Problemas
Paciente981;4;6.7;Canina;F;Golden Retriever;Problema Articular;Incompleto;Medroso;Medicamento;Sem Problemas
Paciente982;7;6.4;Canina;F;Golden Retriever;Insuficiência Renal;Completo;Calmo;Nenhuma;Morte
Paciente983;18;23.9;Canina;F;Golden Retriever;Problema Articular;Incompleto;Calmo;Ácaro;Sem Problemas
Paciente986;19;3.6;Canina;M;Golden Retriever;Insuficiência Renal;Incompleto;Agressivo;Pólen;Sem Problemas
Paciente988;15;42.7;Canina;F;Golden Retriever;Alergia Crônica;Incompleto;Sociável;Medicamento;Sem Problemas
Paciente991;9;16.2;Canina;M;Labrador;Nenhum;Desconhecido;Calmo;Medicamento;Sem Problemas
Paciente992;19;29.9;Canina;F;Bulldog;Alergia Crônica;Desconhecido;Agressivo;Ácaro;Sem Problemas
Paciente993;16;57.4;Canina;M;Vira-lata;Insuficiência Renal;Desconhecido;Agressivo;Medicamento;Sem Problemas
Paciente996;5;10.0;Canina;M;Bulldog;Diabetes;Desconhecido;Medroso;Pólen;Internação
Paciente998;19;7.4;Canina;M;Labrador;Diabetes;Incompleto;Agressivo;Ração;Internação
Paciente1000;14;39.3;Canina;F;Pitbull;Nenhum;Desconhecido;Medroso;Pólen;Sem Problemas
